Название;Средний балл ЕГЭ;Рост/Падение;Количество студентов, зачисленных на бюджет;Количество БВИ;Средний балл с вычетом ИД?;Форма обучения;Количество бюджетных мест на специальности;Средний балл;Стоимость;Форма обучения;Количество бюджетных мест на специальности;Средний балл;Стоимость;Id лого;Адрес;Наличие военной кафедры;Наличие отсрочки от армии;Ссылка на документ о приеме
 Брянский государственный университет имени И.Г. Петровского; 71.2; 0.8; 349; 0; Нет;бакалавриат;;;;0;0;0;0;0c5b7ed2-24fb-4a2e-a1f6-8675f55361e7;241036, г. Брянск, ул. Бежицкая,  14;False;True;https://brgu.ru/Abitur/bank/2021/doc/bachelor/2.pdf
 Воронежский государственный технический университет; 66.2; 2; 1942; 6; Нет;бакалавриат;20;119.0;37520;магистратура;10;35.0;42380;cefffdd8-1e73-49e7-b507-eafa1da4f8f9;394006, г. Воронеж, ул. 20-летия Октября, 84;True;True;https://cchgeu.ru/upload/abiturientu/info/2020/Plan-priema-2021.pdf
 Воронежский государственный университет; 74.2; -0.2; 1734; 4; Нет;бакалавриат;20;119.0;37520;магистратура;10;35.0;42380;cefffdd8-1e73-49e7-b507-eafa1da4f8f9;394006, г. Воронеж, ул. 20-летия Октября, 84;True;True;https://cchgeu.ru/upload/abiturientu/info/2020/Plan-priema-2021.pdf
 Вятский государственный университет ; 68.2; 0.1; 1827; 2; Да;бакалавриат;0;0.0;30000;магистратура;0;0.0;30000;47f0d16e-a93e-4780-88d2-7c34ba15a4ff;610017, г.Киров, ул.Октябрьский проспект, д.133;True;True;https://vgsha.info/abitur/bachelor/#abitur_plan_priema
 Горский государственный аграрный университет ; 58.2; -1.9; 302; 0; Нет;бакалавриат;16;;25000;магистратура;0;;26000;0929e6c4-93c9-477a-97ee-6a674d877077;362040, Республика Северная Осетия-Алания, г.Владикавказ, Кирова, д.37;False;True;https://gorskigau.ru/Portals/0/%D0%9F%D0%A0%D0%98%D0%95%D0%9C%D0%9D%D0%90%D0%AF/2021/mpg2021-2935-2935-b5a10198a6414ca51573d088302ab5c6.pdf?ver=2020-11-10-140252-680
 Государственный аграрный университет Северного Зауралья ; 56.8; -3.1; 502; 0; Нет;бакалавриат;40;234.0;38220;магистратура;20;65.0;37961;cf33956b-925a-4c2e-916d-274b05a495c9;Российская Федерация, 625003, Тюменская область, г. Тюмень, Республики, д. 7;False;True;http://www.tsaa.ru/priemnaya-komissiya/priyomnaya-kampaniya-2022/dokumentyi-i-polozheniya/9.-kolichestvo-mest-dlya-priema-na-obuchenie-po-razlichnyim-usloviyam-postupleniya-v-ramkax-kontrolnyix-czifr-bez-ukazaniya-czelevoj-kvotyi-i-osoboj-kvotyi
 Государственный университет по землеустройству ; 65.2; -1.3; 425; 0; Нет;бакалавриат;170;113.0;48000;магистратура;17;40.0;65000;9808f8e2-b394-4c16-9c3c-832e1255134d;Российская Федерация, 105064, г. Москва, ул. Казакова, д. 15;;True;https://guz.ru/applicants/priemnaya-kampaniya-2022-2023/
 Грозненский государственный нефтяной технический университет имени академика М.Д. Миллионщикова; 63.6; -0.3; 658; 0; Да;бакалавриат;25;153.0;20000;магистратура;3;69.0;30000;ab1fe8ec-5e0d-48f5-8c27-14c5c97b83af;364051, Чеченская Республика, г.Грозный, пр.им.Х.А.Исаева, 100;False;True;https://gstou.ru/files/priemnaya_kampaniya_2022/kcp_2022.pdf?1649771373
 Дагестанский государственный аграрный университет ; 67.0; -6.4; 324; 0; Нет;бакалавриат;;;;0;0;0;0;19bddf52-9cb6-48b9-b07c-b6c704075dab;367032, Республика Дагестан, г.Махачкала, ул.Магомета Гаджиева, 180;False;True;https://xn--80aaiac8g.xn--p1ai/abitur
 Дагестанский государственный технический университет ; 59.8; -2; 622; 1; Да;бакалавриат;;;;магистратура;;;;4ef788cf-60d8-4743-95f5-0958258b2bc8;367026, Республика Дагестан, г.Махачкала, проспект Имама Шамиля, 70;False;True;http://dstu.ru/fileadmin/priem/2021/KCP_po_bjudzhetu_na_2021-2022_uchebnyi_god.pdf
 Дагестанский государственный университет ; 63.0; -0.4; 1025; 19; Нет;бакалавриат;0;103.0;25000;магистратура;;;;4c56b65a-5f04-4b4d-a0eb-f1d6268cf21d;367008, Россия, Республика Дагестан, г.Махачкала, ул.Джамалутдина Атаева, дом 5;False;True;http://www.dgunh.ru/content/abiturient/priem2021/pr2021-f35.pdf
 Дагестанский государственный университет народного хозяйства ; 70.2; -7.1; 595; 0; Да;бакалавриат;0;103.0;25000;0;0;0;0;4c56b65a-5f04-4b4d-a0eb-f1d6268cf21d;367008, Россия, Республика Дагестан, г.Махачкала, ул.Джамалутдина Атаева, дом 5;False;True;http://www.dgunh.ru/content/abiturient/priem2021/pr2021-f35.pdf
 Дальневосточный государственный аграрный университет ; 49.2; -1; 411; 0; Нет;бакалавриат;0;0.0;55000;магистратура;0;0.0;60000;4a286e1d-6de1-4230-a16d-6e6508dd702c;675005, Амурская область, г. Благовещенск, ул. Политехничсекая, 86;False;True;https://www.dalgau.ru/upload/iblock/23b/10-Kolichestvo-mest-dlya-priema-na-obuchenie-po-razlichnym-usloviyam-postupleniya.pdf
 Дальневосточный федеральный университет; 73.0; -0.3; 2649; 25; Нет;бакалавриат;25;141.0;285000;магистратура;18;0.0;390000;b1d399f2-cba7-428e-83a0-8f648c08f7aa;690950, Приморский край, г. Владивосток, ул. Суханова, д. 8;True;True;https://www.dvfu.ru/upload/medialibrary/4e4/cmsvctuegg5miib715u5ecte4x9mhmo0/%D0%9A%D0%BE%D0%BB%D0%B8%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%BE%20%D0%B1%D1%8E%D0%B4%D0%B6%D0%B5%D1%82%D0%BD%D1%8B%D1%85%20%D0%BC%D0%B5%D1%81%D1%82%20%D0%B4%D0%BB%D1%8F%20%D0%BF%D1%80%D0%B8%D0%B5%D0%BC%D0%B0%202022-23%20%D0%BF%D0%BE%20%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B0%D0%BC%20%D0%B1%D0%B0%D0%BA%D0%B0%D0%BB%D0%B0%D0%B2%D1%80%D0%B8%D0%B0%D1%82%D0%B0%20%D0%B8%20%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B0%D0%BC%20%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D0%B8%D1%82%D0%B5%D1%82%D0%B0.pdf
 Донской государственный технический университет ; 62.2; 0.8; 2865; 0; Да;бакалавриат;50;136.0;154300;магистратура;;;;1b74b22d-82f8-4d72-8c34-9c031d174bc5;344003, г.Ростов-на-Дону, пл.Гагарина, 1;True;True;https://donstu.ru/priemnaya-kampaniya/
 Ивановский государственный политехнический университет; 64.5; -0.7; 379; 0; Нет;бакалавриат;20;0.0;35000;0;0;0;0;c714f17e-3881-4fe4-932e-332a9db06504;153000, Ивановская область,  г.Иваново, Шереметевский проспект, д.21;False;True;https://ivgpu.com/abitur
 Ивановский государственный университет; 67.5; -0.3; 383; 0; Да;бакалавриат;20;0.0;35000;0;0;0;0;c714f17e-3881-4fe4-932e-332a9db06504;153000, Ивановская область,  г.Иваново, Шереметевский проспект, д.21;False;True;https://ivgpu.com/abitur
 Кабардино-Балкарский государственный аграрный университет имени В.М. Кокова; 45.4; -0.6; 360; 0; Нет;бакалавриат;17;35.0;54500;магистратура;6;40.0;58000;4e8a2986-c74f-415d-957a-2484b453029c;360030, Кабардино-Балкарская Республика, г.Нальчик, пр. Ленина, 1 в;False;True;https://www.kbgau.ru/abiturient/priem2021/%D0%9A%D0%BE%D0%BB%D0%B8%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%BE%20%D0%BC%D0%B5%D1%81%D1%82%20%D0%BF%D0%BE%20%D0%B4%D0%BE%D0%B3%D0%BE%D0%B2%D0%BE%D1%80%D0%B0%D0%BC.pdf
 Казанский государственный аграрный университет; 56.7; -3; 360; 0; Да;бакалавриат;15;170.0;42000;магистратура;11;91.0;45000;24606839-a0ca-4b2c-88da-065e5a903d47;420015, Республика Татарстан, г. Казань, ул. Карла Маркса, д. 65;False;False;https://priem.kazgau.ru/spec
 Казанский государственный архитектурно-строительный университет; 76.5; 1.4; 429; 0; Да;бакалавриат;;;92200;0;0;0;0;3701c2ba-e000-42df-bf9d-4fc3a8fb8fd0;420043, Россия, Республика Татарстан, г.Казань, ул Зеленая,  д.1;False;True;https://www.kgasu.ru/applicant/priem2021/files/2021_kolmest_dlja_priema_na_obuchenie.pdf
 Казанский (Приволжский) федеральный университет; 80.0; -0.5; 2893; 10; Да;бакалавриат;25;225.0;184440;магистратура;14;66.0;0;cf12a1e1-a102-467f-a2df-f2a96ef1e8ad;420008, Республика Татарстан, г. Казань, ул. Кремлевская, д.18;False;True;https://admissions.kpfu.ru/priem-v-universitet/plan-priema-2021-kolichestvo-mest-vstupitelnye-ispytaniya-i-minimalnye-bally
 Калмыцкий государственный университет ; 61.1; 1.9; 729; 0; Нет;бакалавриат;0;0.0;0;0;0;0;0;3e35d441-fa6f-44ea-9afa-b2b6c3e50251;358000, Республика Калмыкия, г.Элиста, ул.А.С. Пушкина, д.11;False;True;https://www.kalmgu.ru/docs/priemn/bakspec/2021/10.pdf
 Крымский федеральный университет имени В.И. Вернадского; 64.7; -2.3; 2520; 2; Да;бакалавриат;39;121.0;53800;магистратура;;;52100;4a0ab349-a51f-415e-9cad-fb73d0ed1c66;295007, Республика Крым, г.Симферополь, проспект академика Вернадского, 4;True;True;https://priem.cfuv.ru/bachelor/direction https://priem.cfuv.ru/magistr/direction
 Кубанский государственный аграрный университет имени И.Т. Трубилина ; 67.9; 1.4; 1001; 0; Нет;бакалавриат;13;188.0;43200;магистратура;3;51.0;182400;55f0feed-c484-42c0-89b4-1299091335f7;350044, Краснодарский край, г. Краснодар, ул. Калинина, д. 13;True;True;https://kubsau.ru/upload/iblock/591/591181670a0dbc9ba253f62ae560131f.pdf
 Кубанский государственный университет ; 76.6; 0.2; 1766; 7; Да;бакалавриат;13;188.0;43200;магистратура;3;51.0;182400;55f0feed-c484-42c0-89b4-1299091335f7;350044, Краснодарский край, г. Краснодар, ул. Калинина, д. 13;True;True;https://kubsau.ru/upload/iblock/591/591181670a0dbc9ba253f62ae560131f.pdf
 Кузбасский государственный технический университет имени Т.Ф. Горбачева ; 58.2; -1.4; 826; 0; Да;бакалавриат;25;128.0;178175;магистратура;5;40.0;94999;4cc6afb0-3237-43f2-93a5-e137e0fd6485;650000, г.Кемерово, ул.Весенняя, д.28;True;True;https://kuzstu.ru/abiturientu/tsifri-priema/bakalavriat-spetsialitet-golovnoi-vuz-i-filiali/
 Ленинградский государственный университет имени А.С. Пушкина ; 78.4; 0.1; 523; 1; Да;бакалавриат;0;0.0;63;магистратура;;;;b7680e10-5fdc-468f-af41-d7e64541c446;196605, г.Санкт-Петербург, г.Пушкин, Петербургское шоссе, д.10;False;True;https://lengu.ru/abitur/vsya-informatsiya-o-priyeme-2022-bakalavriat-spetsialitet/vsya-informatsiya-o-priyeme-2022-bakalavriat-magistratura
 Майкопский государственный технологический университет; 60.4; 2.2; 344; 0; Нет;бакалавриат;25;127.0;40000;магистратура;5;15.0;47000;9fd0441b-5d2d-462f-9ae4-3c20efe3c37a;385000, Республика Адыгея, г.Майкоп, ул.Первомайская, д.191;False;True;http://www.mkgtu.ru/upload/files/kcp_na_20222023_uchgod%281%29.pdf
 Мичуринский государственный аграрный университет; 53.8; -2.2; 501; 0; Нет;бакалавриат;17;109.0;25000;магистратура;12;52.0;25000;10687a60-5296-4867-aaf5-24ad9b42d7db;393760, Тамбовская область, г. Мичуринск, ул. Интернациональная, д. 101;False;True;http://mgau.ru/abitur/bachelor/index.php
 Московский государственный университет геодезии и картографии; 70.9; -2.8; 467; 2; Да;бакалавриат;25;236.0;60000;магистратура;0;0.0;70000;c4a988d5-e80c-45f7-ae33-9e513600eae3;г.Москва, Гороховский пер.,4;True;True;http://www.miigaik.ru/applicants/number/
 Национальный исследовательский Томский политехнический университет; 74.8; -3.2; 1809; 54; Нет;бакалавриат;25;173.0;102835;магистратура;20;60.0;109980;29ca77c0-5f4a-41f8-affb-02c84cc42b09;634050, Томская область, г. Томск, просп. Ленина, д. 30;True;True;https://abiturient.tpu.ru/uploads/008e90e7daf883a68d53ac2e7a09ec8f.pdf
 Нижегородский государственный архитектурно-строительный университет; 69.2; -1.3; 732; 0; Нет;бакалавриат;24;151.0;154800;магистратура;5;50.0;171000;e840fa81-67ac-4b9d-9f18-5beb42d239bd;603950 г.Нижний Новгород ул.Ильинская, д. 65;False;True;https://nngasu.ru/entrant/2021_%D0%B1%D0%B0%D0%BA-%D1%81%D0%BF%D0%B5%D1%86_%D0%9F%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5%201%20(%D0%BA%D0%BE%D0%BB%D0%B8%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%BE%20%D0%BC%D0%B5%D1%81%D1%82)___.pdf
 Пензенский государственный аграрный университет; 54.0; -1; 395; 0; Да;бакалавриат;12;123.0;27370;магистратура;0;0.0;45500;52c41452-2a8a-417c-9254-e567105ed410;440014, г.Пенза, ул.Ботаническая, 30;False;True;https://pgau.ru/abitur#kol_mest_bakalavriat
 Пензенский государственный университет; 69.6; -2.1; 1522; 9; Да;бакалавриат;;;;магистратура;0;0.0;45500;d2c08249-35f6-4ad5-8aef-685fd88629dd;440028, г.Пенза, ул. Германа Титова, д. 28;False;True;http://www.pguas.ru/left-menu-abitur-select-commit
 Пензенский государственный университет архитектуры и строительства; 65.6; 2.6; 540; 25; Да;бакалавриат;;;;магистратура;;;;d2c08249-35f6-4ad5-8aef-685fd88629dd;440028, г.Пенза, ул. Германа Титова, д. 28;False;True;http://www.pguas.ru/left-menu-abitur-select-commit
 Петрозаводский государственный университет; 70.2; 0.6; 1336; 1; Нет;бакалавриат;0;0.0;167000;0;0;0;0;ec58ccf8-3d3b-4e3a-9a34-50d033761092;185910, Республика Карелия, г. Петрозаводск, пр. Ленина, 33;True;False;https://petrsu.ru/page/education/bakalavriat_i_spec/priemnaya-kampaniya/kolitchesvto-byuzhdetnyh-mest
 Поволжский государственный технологический университет ; 68.3; 2.4; 1301; 0; Нет;бакалавриат;20;119.0;45900;магистратура;18;60.0;152450;9c9410df-579c-43e3-bb09-747054f829f0;424000, Республика Марий Эл, г.Йошкар-Ола, пл. Ленина, д.3;False;True;https://dod.volgatech.net/documents/
 Российский университет дружбы народов ; 86.3; 3.5; 1029; 202; Да;бакалавриат;0;0.0;92300;магистратура;0;0.0;98550;e73bd5e9-f67c-48fe-8513-6ed08b1b3d10;117198, г.Москва, ул. Миклухо-Маклая, д.6;False;True;http://admission.rudn.ru/?pagec=5970
 Российский университет транспорта (МИИТ); 64.0; 0.2; 1757; 0; Да;бакалавриат;41;197.0;330000;0;0;0;0;d6e69957-30ea-4a5e-8cf1-99af5e85e42e;127994, г. Москва, ул. Образцова, д. 9, стр. 9;True;True;https://www.miit.ru/admissions/degrees?year=2021&city=1&level=4&training=20773
 Санкт-Петербургский горный университет; 80.8; 2.3; 1831; 64; Нет;бакалавриат;30;226.0;400000;магистратура;10;263.0;400000;37c9158f-99fb-4790-a7bc-749dd3ba2c45;199106, г.Санкт-Петербург, 21-я линия, д.2;True;True;https://priem.spmi.ru/sites/default/files/manager/03.PlanPriema/KCP.pdf
 Санкт-Петербургский государственный аграрный университет; 63.2; -3.5; 386; 0; Нет;бакалавриат;21;45.0;65000;магистратура;16;55.0;170000;cd29625b-bf8a-458a-a8fb-224f7cb18058;196601, г.Санкт-Петербург, г.Пушкин, Петербургское шоссе д.2, лит. А;False;True;https://spbgau.ru/index.php?q=abitur/bachelor
 Санкт-Петербургский государственный архитектурно-строительный университет; 78.3; 0.4; 1181; 0; Нет;бакалавриат;;;;магистратура;10;97.0;231700;dc76ebd1-970b-44ee-a0d2-36ad701f5d18;190005, Санкт-Петербург, 2-я Красноармейская улица, д. 4;False;True;https://www.spbgasu.ru/Abiturientam/Priem/Kontrolnye_cifry_priema/
 Санкт-Петербургский государственный лесотехнический университет имени С.М. Кирова; 75.0; 0; 543; 0; Нет;бакалавриат;;;;0;0;0;0;cdb5222f-5110-4e24-bd31-5f51766bc907;194021, г.Санкт-Петербург, Институтский пер., д.5 литера У;False;True;https://spbftu.ru/wp-content/uploads/2021/06/200od.pdf
 Санкт-Петербургский государственный университет; 92.0; 0.1; 2136; 366; Да;бакалавриат;;;;магистратура;10;97.0;231700;cdb5222f-5110-4e24-bd31-5f51766bc907;194021, г.Санкт-Петербург, Институтский пер., д.5 литера У;False;True;https://spbftu.ru/wp-content/uploads/2021/06/200od.pdf
 Саратовский государственный аграрный университет имени Н.И. Вавилова; 55.2; -2.9; 758; 0; Нет;бакалавриат;50;99.0;31730;магистратура;29;30.0;35730;b8bbeb55-c6b3-4603-a9fa-a3b962ea32a5;410012, г. Саратов, Театральная площадь, 1;False;True;http://sgau.ru/abitur/bachelor/#abitur_plan_priema
 Саратовский государственный технический университет; 66.5; 1.8; 1098; 0; Нет;бакалавриат;10;118.0;53470;0;0;0;0;06d0f532-f5cb-4cfe-abbf-05f72e0cc05a;410054, г.Саратов, ул.Политехническая, д. 77;True;True;https://www.sstu.ru/upload/medialibrary/86b/Kol_mest_VO_2021_bak_i_spets_mart_21-_2_.docx
 Севастопольский государственный университет; 65.8; -0.6; 1724; 0; Да;бакалавриат;0;0.0;73000;0;0;0;0;9821ffaf-6064-4bda-8881-64db50b60b55;299053, г. Севастополь, ул. Университетская, д. 33;True;True;https://welcome.sevsu.ru/specialnosti/
 Сибирский государственный университет геосистем и технологий ; 67.8; -1; 489; 0; Нет;бакалавриат;40;202.0;40812;магистратура;15;80.0;47376;56a52ade-1d79-499e-9a26-0d364402e32e;630108, г. Новосибирск, ул. Плахотного, д. 10;False;True;https://sgugit.ru/abitur/bachelor/#abitur_plan_priema
 Смоленский государственный университет; 71.0; 1.8; 321; 0; Да;бакалавриат;;;38400;магистратура;;;48800;72b735f4-5cf7-4124-8597-756d5d0ab9c1;214000, г. Смоленск, ул. Пржевальского, д.4;False;True;http://abiturient.smolgu.ru/print/bakalavriat-spetsialitet-ochnaya-forma-obucheniya
 Ставропольский государственный аграрный университет; 62.2; 0.8; 565; 0; Да;бакалавриат;25;150.0;32000;магистратура;9;50.0;37000;c1fa38a6-9015-43a7-8756-8cbab8856eb5;переулок Зоотехнический, 12, г. Ставрополь, Ставропольский край, 355017;False;True;http://www.stgau.ru/abiturient/pologenie/docs/2022/10.1.pdf http://www.stgau.ru/abiturient/pologenie/docs/2022/10.2.pdf
 Тверской государственный технический университет; 61.6; -0.4; 552; 0; Нет;бакалавриат;15;169.0;53000;магистратура;8;32.0;45000;f781d9fe-e5d1-45c6-b4f1-fbdec58c090b;170026. г.Тверь, наб. А.Никитина, дом 22;True;True;http://www.new.tstu.tver.ru/abitur/bachelor/#pills-aboutPlan
 Тверской государственный университет; 68.6; -3.5; 856; 0; Да;бакалавриат;15;169.0;53000;магистратура;8;32.0;45000;f781d9fe-e5d1-45c6-b4f1-fbdec58c090b;170026. г.Тверь, наб. А.Никитина, дом 22;True;True;http://www.new.tstu.tver.ru/abitur/bachelor/#pills-aboutPlan
 Томский государственный архитектурно-строительный университет; 70.6; 0.5; 670; 0; Нет;бакалавриат;;;;магистратура;;;;7889689a-636f-4afd-b842-e3bfe3a1c125;634003, г.Томск, пл.Соляная, д.2;False;True;https://www.tsuab.ru/abitur/bachelor/#abitur_plan_priema
 Тюменский индустриальный университет; 66.1; -1; 2206; 2; Да;бакалавриат;0;0.0;73700;магистратура;0;0.0;70300;f2954ac7-d586-4f62-a46e-1281bb11f417;625000, Тюменская область, г. Тюмень, ул. Володарского, д. 38;False;False;https://www.tyuiu.ru/abitur/
 Ульяновский государственный университет; 66.3; -1; 853; 0; Нет;бакалавриат;29;150.0;21500;магистратура;0;0.0;22300;70070ec5-cdc5-46ba-aa20-9d7661ba26ab;" 432017, г. Ульяновск, бульвар Новый Венец, 1, каб. № 1 ;    433431, Ульяновская обл., Чердаклинский район, п. Октябрьский, ул. Студенческая, корпус экономического факультета, приемная комиссия";False;True;https://ulsau.ru/abitur/bachelor/      https://ulsau.ru/abitur/magistr/    https://ulsau.ru/abitur/special/     https://ulsau.ru/abitur/aspirant/
 Уральский государственный аграрный университет ; 63.2; 2.4; 458; 0; Нет;бакалавриат;30;152.0;51000;0;0;0;0;d0720ddc-73c8-4859-9cb9-aab708eb04de;620075, Свердловская область, г. Екатеринбург, ул. Карла Либкнехта, д. 42;False;False;http://urgau.ru/images/priem2021/KCP_bak_cel.pdf http://urgau.ru/images/priem2021/KCP_mag_cel.pdf
 Уральский государственный горный университет ; 67.9; 0.4; 667; 0; Да;бакалавриат;10;118.0;60000;магистратура;0;0.0;160000;caa1c0f9-4e76-4dc2-bb21-280dea64da0c;620144, Свердловская область, г.Екатеринбург, ул.Куйбышева, д.30;False;True;http://abit.ursmu.ru/importante/kontrolnye-cifry-priema.html
 Уральский государственный лесотехнический университет ; 64.0; -0.6; 683; 0; Нет;бакалавриат;15;224.0;55000;магистратура;10;60.0;550000;5a8f97c4-23cc-440e-87e3-92d3e26715d1;620100, Свердловская область, г. Екатеринбург, ул. Сибирский тракт, д. 37;False;True;http://usfeu.ru/abiturientu/bakalavriat/kolichestvo-mest/
 Ухтинский государственный технический университет; 60.4; 2.6; 604; 0; Нет;бакалавриат;24;118.0;207000;0;0;0;0;9b9a6608-acde-43d9-a9da-8bc7dc2de88f;169300, Республика Коми, г.Ухта, ул. Первомайская, д. 13;False;True;https://www.ugtu.net/abitur/bachelor
 Чувашский государственный университет имени И.Н. Ульянова ; 70.3; 0.9; 1296; 1; Да;бакалавриат;0;0.0;25500;0;0;0;0;8a6c9f76-166b-4805-8c42-fdf474e8aff6;428015, г.Чебоксары  Московский проспект,15;False;True;https://abiturient.chuvsu.ru/urovni/bakalavriat/byudzhetnye-mesta
 Южный федеральный университет; 76.7; 0.2; 3088; 34; Да;бакалавриат;11;118.0;157000;магистратура;20;50.0;165000;496e4998-457b-4fed-bc13-18b6158ac498;344006, г.Ростов-на-Дону, ул.Большая Садовая, д. 105/42;True;True;https://sfedu.ru/www/stat_pages22.show?p=ABT/N8206/P
