Название;Средний балл ЕГЭ;Рост/Падение;Количество студентов, зачисленных на бюджет;Количество БВИ;Средний балл с вычетом ИД?;Форма обучения;Количество бюджетных мест на специальности;Средний балл;Стоимость;Форма обучения;Количество бюджетных мест на специальности;Средний балл;Стоимость;Id лого;Адрес;Наличие военной кафедры;Наличие отсрочки от армии;Ссылка на документ о приеме
 Марийский государственный университет ; 66.9; 1.2; 1277; 0; Нет;бакалавриат;20;142.0;133000;0;0;0;0;45e50d68-f320-4053-a31b-6ee1d1e2f48e;424000, Республика Марий Эл, г. Йошкар-Ола, площадь им. Ленина, д.1;False;True;https://marsu.ru/abitur/pravila/plan_priema/
 Мичуринский государственный аграрный университет; 53.8; -2.2; 501; 0; Нет;бакалавриат;15;0.0;25000;магистратура;22;40.0;25000;10687a60-5296-4867-aaf5-24ad9b42d7db;393760, Тамбовская область, г. Мичуринск, ул. Интернациональная, д. 101;False;True;http://mgau.ru/abitur/bachelor/index.php
 Орловский государственный аграрный университет; 59.9;; 438; 0; Да;бакалавриат;15;138.0;28000;магистратура;5;55.0;30000;4e5b5601-0ced-4eee-bbb0-9c9c6a08ec90;302019, г.Орел, ул.Генерала Родина, 69;False;True;https://www.orelsau.ru/abitur/
 Пензенский государственный аграрный университет; 54.0; -1; 395; 0; Да;бакалавриат;10;167.0;27370;магистратура;10;32.0;45500;52c41452-2a8a-417c-9254-e567105ed410;440014, г.Пенза, ул.Ботаническая, 30;False;True;https://pgau.ru/abitur#kol_mest_bakalavriat
 Пензенский государственный университет; 69.6; -2.1; 1522; 9; Да;бакалавриат;10;167.0;27370;магистратура;10;32.0;45500;52c41452-2a8a-417c-9254-e567105ed410;440014, г.Пенза, ул.Ботаническая, 30;False;True;https://pgau.ru/abitur#kol_mest_bakalavriat
 Петрозаводский государственный университет; 70.2; 0.6; 1336; 1; Нет;бакалавриат;14;151.0;158300;0;0;0;0;ec58ccf8-3d3b-4e3a-9a34-50d033761092;185910, Республика Карелия, г. Петрозаводск, пр. Ленина, 33;True;False;https://petrsu.ru/page/education/bakalavriat_i_spec/priemnaya-kampaniya/kolitchesvto-byuzhdetnyh-mest
 Рязанский государственный агротехнологический университет имени П.А. Костычева; 55.6; 0; 409; 0; Да;бакалавриат;15;99.0;30000;магистратура;10;51.0;33000;03a62072-bf88-44bb-b20b-3f949f681223;390044, г.Рязань, Костычева, д.1;False;True;http://www.rgatu.ru/archive/2022-abitur/bak/10.pdf
 Санкт-Петербургский государственный аграрный университет; 63.2; -3.5; 386; 0; Нет;бакалавриат;30;40.0;60000;магистратура;25;55.0;170000;cd29625b-bf8a-458a-a8fb-224f7cb18058;196601, г.Санкт-Петербург, г.Пушкин, Петербургское шоссе д.2, лит. А;False;True;https://spbgau.ru/index.php?q=abitur/bachelor
 Санкт-Петербургский государственный университет; 92.0; 0.1; 2136; 366; Да;бакалавриат;30;40.0;60000;магистратура;25;55.0;170000;cd29625b-bf8a-458a-a8fb-224f7cb18058;196601, г.Санкт-Петербург, г.Пушкин, Петербургское шоссе д.2, лит. А;False;True;https://spbgau.ru/index.php?q=abitur/bachelor
 Саратовский государственный аграрный университет имени Н.И. Вавилова; 55.2; -2.9; 758; 0; Нет;бакалавриат;17;99.0;25700;магистратура;20;30.0;29540;b8bbeb55-c6b3-4603-a9fa-a3b962ea32a5;410012, г. Саратов, Театральная площадь, 1;False;True;http://sgau.ru/abitur/bachelor/#abitur_plan_priema
 Ставропольский государственный аграрный университет; 62.2; 0.8; 565; 0; Да;бакалавриат;10;125.0;32000;магистратура;0;0.0;37000;c1fa38a6-9015-43a7-8756-8cbab8856eb5;переулок Зоотехнический, 12, г. Ставрополь, Ставропольский край, 355017;False;True;http://www.stgau.ru/abiturient/pologenie/docs/2022/10.1.pdf http://www.stgau.ru/abiturient/pologenie/docs/2022/10.2.pdf
 Ульяновский государственный университет; 66.3; -1; 853; 0; Нет;бакалавриат;16;130.0;124250;магистратура;5;65.0;22300;70070ec5-cdc5-46ba-aa20-9d7661ba26ab;" 432017, г. Ульяновск, бульвар Новый Венец, 1, каб. № 1 ;    433431, Ульяновская обл., Чердаклинский район, п. Октябрьский, ул. Студенческая, корпус экономического факультета, приемная комиссия";False;True;https://ulsau.ru/abitur/bachelor/      https://ulsau.ru/abitur/magistr/    https://ulsau.ru/abitur/special/     https://ulsau.ru/abitur/aspirant/
 Уральский государственный аграрный университет ; 63.2; 2.4; 458; 0; Нет;бакалавриат;24;120.0;41300;магистратура;40;50.0;154445;78e0aa76-2b42-4fdf-9e7e-228e2fc20a4a;457100, Челябинская область, г. Троицк, ул. Гагарина, дом 13;False;False;https://юургау.рф/abitur/bachelor/#abitur_plan_priema
 Южно-Уральский государственный аграрный университет ; 52.5; -0.2; 445; 0; Да;бакалавриат;24;120.0;41300;магистратура;40;50.0;154445;78e0aa76-2b42-4fdf-9e7e-228e2fc20a4a;457100, Челябинская область, г. Троицк, ул. Гагарина, дом 13;False;False;https://юургау.рф/abitur/bachelor/#abitur_plan_priema
