Название;Средний балл ЕГЭ;Рост/Падение;Количество студентов, зачисленных на бюджет;Количество БВИ;Средний балл с вычетом ИД?;Форма обучения;Количество бюджетных мест на специальности;Средний балл;Стоимость;Форма обучения;Количество бюджетных мест на специальности;Средний балл;Стоимость;Id лого;Адрес;Наличие военной кафедры;Наличие отсрочки от армии;Ссылка на документ о приеме
 Пензенский государственный университет; 69.6; -2.1; 1522; 9; Да;бакалавриат;37;150.0;112140;магистратура;11;0.0;118980;f1bb004b-e12d-4f4d-9be1-54e0320dd3f3;440026, г.Пенза, ул.Красная, 40;True;True;https://pnzgu.ru/files/pnzgu.ru/abitur/2021/bak_spec/obschee_kolichestvo_mest_bs2021.pdf
 Российский государственный университет нефти и газа имени И.М. Губкина ; 83.0; 1.1; 1240; 39; Да;бакалавриат;29;220.0;0;0;0;0;0;3b68c882-8089-4f13-87a2-a2a1c1912ac0;РГУ нефти и газа (НИУ) имени И.М. Губкина, 119991, Город Москва, проспект Ленинский, дом 65,  корпус 1;True;True;https://gubkin.ru/info/enrollee/admission_board/postupayushchim-v-bakalavriat/priyem-na-ochnuyu-formu-obucheniya/Pravila_priema__2021_b1__.pdf
 Рязанский государственный радиотехнический университет; 65.6; 1.3; 834; 1; Нет;бакалавриат;14;160.0;135200;0;0;0;0;3ff6de05-a183-4123-a127-643d1b73004e;390005, г.Рязань, ул.Гагарина 59/1;True;True;http://www.rsreu.ru/abitur/bachelor/tsifry-priema
 Самарский государственный технический университет; 68.1; 1; 2012; 6; Нет;бакалавриат;25;178.0;119000;магистратура;0;0.0;72800;38cde29e-6691-481d-b30f-79282fbd19a5;443100, г.Самара, ул.Молодогвардейская, 244;True;True;https://samgtu.ru/uploads/admission/2022/kcp_2022.pdf
 Санкт-Петербургский горный университет; 80.8; 2.3; 1831; 64; Нет;бакалавриат;30;208.0;400000;магистратура;7;236.0;400000;37c9158f-99fb-4790-a7bc-749dd3ba2c45;199106, г.Санкт-Петербург, 21-я линия, д.2;True;True;https://priem.spmi.ru/sites/default/files/manager/03.PlanPriema/KCP.pdf
 Санкт-Петербургский государственный университет; 92.0; 0.1; 2136; 366; Да;бакалавриат;50;227.0;225000;магистратура;42;0.0;220000;0ae75d13-1a39-41d8-adf3-ce75c83764b0;197022, Россия, Санкт-Петербург, ул. Профессора Попова, дом 5 литера Ф;True;True;https://etu.ru/assets/files/ru/postupaushim/priyom-na-1-y-kurs/2022/kolichestvo-mest-dlya-priema-na-obuchenie.pdf?date=01.02.2022
 Санкт-Петербургский государственный университет аэрокосмического приборостроения; 81.3; 3.8; 1356; 11; Нет;бакалавриат;15;220.0;70000;магистратура;42;0.0;220000;2fc60042-fdbe-4be4-a676-078abf1bdfe0;190000, г.Санкт-Петербург, ул.Большая Морская, д.67, лит.А;True;True;https://priem.guap.ru/calc
 Саратовский государственный технический университет; 66.5; 1.8; 1098; 0; Нет;бакалавриат;20;144.0;113080;магистратура;10;70.0;119810;06d0f532-f5cb-4cfe-abbf-05f72e0cc05a;410054, г.Саратов, ул.Политехническая, д. 77;True;True;https://www.sstu.ru/upload/medialibrary/86b/Kol_mest_VO_2021_bak_i_spets_mart_21-_2_.docx
 Севастопольский государственный университет; 65.8; -0.6; 1724; 0; Да;бакалавриат;44;166.0;114000;магистратура;3;117.0;121000;9821ffaf-6064-4bda-8881-64db50b60b55;299053, г. Севастополь, ул. Университетская, д. 33;True;True;https://welcome.sevsu.ru/specialnosti/
 Сибирский государственный университет геосистем и технологий ; 67.8; -1; 489; 0; Нет;бакалавриат;20;135.0;127692;0;0;0;0;56a52ade-1d79-499e-9a26-0d364402e32e;630108, г. Новосибирск, ул. Плахотного, д. 10;False;True;https://sgugit.ru/abitur/bachelor/#abitur_plan_priema
 Сибирский федеральный университет; 70.1; -1; 3337; 8; Да;бакалавриат;20;150.0;176934;0;0;0;0;ed090e19-9cf6-40f3-b40d-d4f69a2aabea;660041, Красноярский край, г. Красноярск, просп. Свободный, д. 79;True;True;https://admissions.sfu-kras.ru/exams
 Тюменский индустриальный университет; 66.1; -1; 2206; 2; Да;бакалавриат;47;137.0;165000;0;0;0;0;f2954ac7-d586-4f62-a46e-1281bb11f417;625000, Тюменская область, г. Тюмень, ул. Володарского, д. 38;False;False;https://www.tyuiu.ru/abitur/
 Ульяновский государственный технический университет; 66.8; 0.8; 888; 1; Да;бакалавриат;25;138.0;111580;магистратура;6;60.0;126810;aacb4345-caf2-4e42-be39-1675efdd8046;432027, г.Ульяновск, ул.Северный Венец, 32;False;True;https://ulstu.ru/upload/iblock/fe0/KCP_C_2021.pdf
 Ульяновский государственный университет; 66.3; -1; 853; 0; Нет;бакалавриат;25;138.0;111580;магистратура;6;60.0;126810;aacb4345-caf2-4e42-be39-1675efdd8046;432027, г.Ульяновск, ул.Северный Венец, 32;False;True;https://ulstu.ru/upload/iblock/fe0/KCP_C_2021.pdf
 Уральский федеральный университет имени Б.Н. Ельцина; 76.2; -1.4; 4422; 122; Да;бакалавриат;25;155.0;137600;магистратура;10;29.0;164800;f255a4e8-15cf-45d0-a121-19f6f61d0c5d;620002, Свердловская область, г. Екатеринбург, ул. Мира, д. 19;True;True;https://urfu.ru/fileadmin/user_upload/urfu.ru/documents/applicant/2021/postuplenie-vo/Plan_priema_bakalavriat_specialitet_2021.pdf
 Уфимский государственный авиационный технический университет; 69.2; -1.2; 1404; 7; Нет;бакалавриат;24;165.0;123540;0;0;0;0;6119c816-9894-47f3-8d85-188bba571e88;450000, Республика Башкортостан, г. Уфа, ул. К. Маркса, д. 12;True;True;https://ugatu.su/abitur/bachelor-and-specialist/admission-plan/2022/
 Южно-Российский государственный политехнический университет имени М.И. Платова ; 59.5; 2.2; 942; 1; Да;бакалавриат;29;129.0;109680;0;0;0;0;14aa519e-7f4f-4468-9b64-1d691477f44b;346428, Ростовская область, г.Новочеркасск, ул. Просвещения 132;True;True;https://abiturient.npi-tu.ru/assets/files/docs/2021/%D0%A1%D0%B2%D0%B5%D0%B4%D0%B5%D0%BD%D0%B8%D1%8F%20%D0%BE%20%D0%BA%D0%BE%D0%BB%D0%B8%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%B5%20%D0%BC%D0%B5%D1%81%D1%82%20%D0%B4%D0%BB%D1%8F%20%D0%BF%D1%80%D0%B8%D0%B5%D0%BC%D0%B0%20%D0%B3%D1%80%D0%B0%D0%B6%D0%B4%D0%B0%D0%BD%20%D0%AE%D0%A0%D0%93%D0%9F%D0%A3%20(%D0%9D%D0%9F%D0%98)%20%D0%B8%D0%BC.%20%D0%9C.%D0%98.%D0%9F%D0%BB%D0%B0%D1%82%D0%BE%D0%B2%D0%B0.pdf
 Южный федеральный университет; 76.7; 0.2; 3088; 34; Да;бакалавриат;15;174.0;130000;магистратура;16;50.0;133000;496e4998-457b-4fed-bc13-18b6158ac498;344006, г.Ростов-на-Дону, ул.Большая Садовая, д. 105/42;True;True;https://sfedu.ru/www/stat_pages22.show?p=ABT/N8206/P
